3,4.59563511419309,10.5418207199942
5,4.96473721943807,10.313667385362
7,5.18424520276535,9.9854893292095
9,5.51814482248799,9.81228056380868
11,5.82288951112344,9.64202924607913
13,6.22661867762206,9.57245349709526
15,6.7672437683887,9.6102778685762
17,7.45104999182431,9.73686889015045
19,8.2788164007536,9.93281739572303
21,9.07670980037445,10.4004600717882
23,9.97860079691262,10.9049367293705
25,10.8644179266062,11.3786714463197
27,11.6363296892204,11.7759603463521
29,12.3016134846921,12.1079150299629
31,12.785823320986,12.3439079726643
33,13.1001204594095,12.4947039500274
35,12.8313949236873,12.3658866634052
37,11.4626157636358,11.6877306151174
