3,5.48746888377673,14.3710823413732
5,5.73693409060442,12.8593871338204
7,6.05665467625899,12.1229308119616
9,6.62993663484811,11.9480161251024
11,6.73097112860892,11.5289003411334
13,6.99158259389814,11.3775871453244
15,7.57706398793936,11.5586095085059
17,8.36150472334683,11.9163795384142
19,9.16447368421053,12.2949667598719
21,9.96094207138677,12.672875369737
23,11.0785366110174,13.2456955269509
25,11.9884365528615,13.6817483616288
27,12.7288401253918,14.0190789021544
29,13.5092934966693,14.3782689828528
31,14.2019099590723,14.6900522109629
33,14.7167194928685,14.9117008910492
35,14.943938674425,14.9924805950923
37,14.7543969849246,14.8702350617473
39,13.4693390588717,14.1874134599018
