3,4.59563511419309,14.3514699271675
5,4.96473721943807,14.1726240559873
7,5.18424520276535,13.5555890732602
9,5.51814482248799,12.9926514653106
11,5.82288951112344,12.4493643370521
13,6.22661867762206,12.1692517663454
15,6.7672437683887,12.1898986340737
17,7.45104999182431,12.4661275736312
19,8.2788164007536,12.9378972679476
21,9.07670980037445,13.4256265808809
23,9.97860079691262,14.0052983279452
25,10.8644179266062,14.5722042880313
27,11.6363296892204,15.0572430009852
29,12.3016134846921,15.468236656845
31,12.785823320986,15.7621785139769
33,13.1001204594095,15.9505355707856
35,12.8313949236873,15.7838082202401
37,11.4626157636358,14.9170265834129
