3,4.59563511419309,10.5971804386015
5,4.96473721943807,10.3500110204671
7,5.18424520276535,10.0070189794241
9,5.51814482248799,9.82254796664157
11,5.82288951112344,9.64326319167878
13,6.22661867762206,9.56628240761266
15,6.7672437683887,9.59774886512153
17,7.45104999182431,9.71863681959641
19,8.2788164007536,9.90929314479414
21,9.07670980037445,10.3758282857845
23,9.97860079691262,10.8791101730406
25,10.8644179266062,11.3517229269142
27,11.6363296892204,11.7480709132658
29,12.3016134846921,12.0792394165853
31,12.785823320986,12.3146734486594
33,13.1001204594095,12.4651122904517
35,12.8313949236873,12.3366000864716
37,11.4626157636358,11.6600501396968
