11.5,1.24999191785959,3
11.5,1.74999698961633,4
11.5,2.26219512195122,5
11.5,3.11842105263158,6
11.5,3.72176820208024,7
11.5,4.2433734939759,8
11.5,5.1505376344086,9
11.5,5.67093023255814,10
11.5,6.13198757763975,11
11.5,6.67608695652174,12
11.5,7.25,13
11.5,7.44565217391304,14
11.5,6.83333333333333,15
15.5,1.24938431422076,3
15.5,1.74999830803565,4
15.5,2.74841096885499,5
15.5,3.63323353293413,6
15.5,4.24796483230218,7
15.5,5.16025641025641,8
15.5,5.953125,9
15.5,6.7239336492891,10
15.5,7.23934280639432,11
15.5,7.68589743589744,12
15.5,8.07258064516129,13
15.5,8.44491525423729,14
15.5,8.10074626865672,15
19.5,1.24028400597907,3
19.5,2.13983050847458,4
19.5,2.91101694915254,5
19.5,3.79651162790698,6
19.5,4.79545454545455,7
19.5,5.7451874366768,8
19.5,6.7125748502994,9
19.5,7.64735099337748,10
19.5,8.21945701357466,11
19.5,9.04113924050633,12
19.5,9.7037037037037,13
19.5,9.79166666666667,14
19.5,9.66764705882353,15
24.5,1.74260124610592,4
24.5,3.18076923076923,5
24.5,4.24365367180417,6
24.5,5.30952380952381,7
24.5,6.52631578947368,8
24.5,7.58783783783784,9
24.5,8.53571428571429,10
24.5,9.38207547169811,11
24.5,10.4928571428571,12
24.5,11.6747787610619,13
24.5,12.2032710280374,14
24.5,12.3071428571429,15
24.5,12.19,16
24.5,10.1333333333333,17
25.5,1.69791666666667,4
25.5,3.18975903614458,5
25.5,4.2475317348378,6
25.5,5.58870967741935,7
25.5,6.64864864864865,8
25.5,7.70578231292517,9
25.5,8.71390374331551,10
25.5,9.67105263157895,11
25.5,10.6352459016393,12
25.5,11.7434210526316,13
25.5,12.5729166666667,14
25.5,12.7454545454545,15
25.5,12.9166666666667,16
25.5,10.85,17
30.5,2.91037735849057,5
30.5,4.24235474006116,6
30.5,5.71346153846154,7
30.5,7.08673469387755,8
30.5,8.23119122257053,9
30.5,9.49590163934426,10
30.5,10.6735668789809,11
30.5,11.7065217391304,12
30.5,12.9,13
30.5,13.9681818181818,14
30.5,14.7065217391304,15
30.5,15.0208333333333,16
30.5,14.7314814814815,17
35.5,3.71691176470588,6
35.5,5.57051282051282,7
35.5,7.14075630252101,8
35.5,8.57236842105263,9
35.5,10.0039682539683,10
35.5,11.7212643678161,11
35.5,13.1775362318841,12
35.5,14.2321428571429,13
35.5,14.9423076923077,14
35.5,15.6388888888889,15
35.5,15.84375,16
35.5,16.1388888888889,17
40.5,9.26724137931035,10
40.5,10.5326086956522,11
40.5,11.6973684210526,12
40.5,13.1574074074074,13
40.5,13.5833333333333,14
